time_slot,exam_id,course_code,year,enrollment
0,0,AR5101,9,7
0,3,BB3140,5,1
0,10,DOA2007,5,1
0,14,EC3103,5,1
0,20,IT3202,6,1
0,21,LA1301,3,1
0,30,LA3105,5,3
0,43,LA4202,8,4
1,6,CV2203,4,1
1,34,LA3204,6,3
1,73,ME3104,5,3
1,76,ME4166,7,1
2,17,EC3251,6,1
2,38,LA4103,7,3
2,48,LA5101,9,3
2,57,LA5204,10,1
2,79,MEE3120,5,1
3,5,CA3203,6,1
3,18,EC4146,7,1
3,28,LA3103,5,2
3,45,LA4204,8,3
3,71,ME3102,5,1
4,13,EC3101,5,1
4,37,LA4102,7,3
4,58,LA5205,10,1
4,65,MA2207,4,2
5,4,CA3201,6,1
5,27,LA3102,5,2
5,32,LA3202,6,1
5,46,LA4205,8,1
5,69,ME0001,7,1
5,81,MEE3149,5,1
6,41,LA4142,7,2
6,51,LA5104,9,4
6,60,LAIX05,10,1
6,68,MA2217,4,1
7,11,DOA2010,9,7
7,54,LA5201,10,2
7,64,MA2205,4,1
8,23,LA1902,9,1
8,25,LA1905,9,1
8,29,LA3104,5,1
8,35,LA3205,6,2
8,74,ME3202,6,2
8,80,MEE3140,5,1
9,39,LA4104,7,1
9,44,LA4203,8,4
10,53,LA5106,9,6
10,63,MA2109,3,2
10,75,ME4163,7,1
10,77,MEE3101,5,1
11,7,CV3103,5,1
11,55,LA5202,10,2
11,62,LN5101,9,7
12,8,CV3104,5,1
12,16,EC3201,6,1
12,22,LA1901,9,1
12,40,LA4105,7,1
12,52,LA5105,9,5
13,24,LA1903,9,1
13,26,LA3101,5,1
13,33,LA3203,6,4
13,47,LA4206,8,1
13,67,MA2210,4,1
14,2,BB3104,5,1
14,15,EC3104,5,1
14,42,LA4201,8,2
14,49,LA5102,9,3
14,61,LN2207,4,1
15,1,AR5103,9,7
15,19,EE2101,3,1
15,56,LA5203,10,2
15,78,MEE3102,5,1
16,36,LA4101,7,3
16,70,ME2202,4,1
17,9,CY1003,4,1
17,12,EC2201,4,1
17,31,LA3106,5,3
17,50,LA5103,9,3
17,59,LA5206,10,2
17,66,MA2209,4,1
17,72,ME3103,5,1
