time_slot,exam_id,course_code,year,enrollment
0,9,CY1003,4,1
0,13,EC3101,5,1
0,33,LA3203,6,4
0,41,LA4142,7,2
0,42,LA4201,8,2
1,3,BB3140,5,1
1,11,DOA2010,9,7
1,12,EC2201,4,1
1,55,LA5202,10,2
1,75,ME4163,7,1
2,8,CV3104,5,1
2,26,LA3101,5,1
2,32,LA3202,6,1
2,74,ME3202,6,2
2,77,MEE3101,5,1
3,43,LA4202,8,4
3,68,MA2217,4,1
4,14,EC3103,5,1
4,23,LA1902,9,1
4,53,LA5106,9,6
4,67,MA2210,4,1
4,78,MEE3102,5,1
5,7,CV3103,5,1
5,25,LA1905,9,1
5,30,LA3105,5,3
5,34,LA3204,6,3
5,61,LN2207,4,1
6,17,EC3251,6,1
6,19,EE2101,3,1
6,22,LA1901,9,1
6,48,LA5101,9,3
6,58,LA5205,10,1
6,73,ME3104,5,3
6,79,MEE3120,5,1
7,44,LA4203,8,4
7,60,LAIX05,10,1
7,64,MA2205,4,1
7,65,MA2207,4,2
7,69,ME0001,7,1
8,29,LA3104,5,1
8,35,LA3205,6,2
8,52,LA5105,9,5
8,71,ME3102,5,1
9,1,AR5103,9,7
9,40,LA4105,7,1
9,57,LA5204,10,1
9,70,ME2202,4,1
10,37,LA4102,7,3
10,51,LA5104,9,4
10,66,MA2209,4,1
10,80,MEE3140,5,1
11,6,CV2203,4,1
11,15,EC3104,5,1
11,28,LA3103,5,2
11,56,LA5203,10,2
11,63,MA2109,3,2
12,62,LN5101,9,7
13,5,CA3203,6,1
13,16,EC3201,6,1
13,31,LA3106,5,3
13,50,LA5103,9,3
13,59,LA5206,10,2
13,81,MEE3149,5,1
14,0,AR5101,9,7
14,24,LA1903,9,1
14,46,LA4205,8,1
14,47,LA4206,8,1
15,4,CA3201,6,1
15,18,EC4146,7,1
15,36,LA4101,7,3
15,39,LA4104,7,1
15,49,LA5102,9,3
15,76,ME4166,7,1
16,20,IT3202,6,1
16,21,LA1301,3,1
16,27,LA3102,5,2
16,45,LA4204,8,3
17,2,BB3104,5,1
17,10,DOA2007,5,1
17,38,LA4103,7,3
17,54,LA5201,10,2
17,72,ME3103,5,1
