student_id,course_id
0,0
0,9
0,3
1,6
1,8
1,2
2,7
2,0
3,1
3,6
3,2
3,8
4,0
4,9
4,4
5,9
5,7
5,3
6,6
6,1
7,7
7,9
8,5
8,8
8,1
9,4
9,3
9,0
9,9
9,7
10,5
10,2
11,0
11,4
11,9
12,4
12,9
13,7
13,9
13,3
13,0
13,4
14,9
14,7
14,0
14,4
15,1
15,2
16,5
16,1
16,6
17,3
17,9
17,7
17,4
18,1
18,5
18,6
18,2
19,0
19,7
19,4
19,3
20,4
20,9
20,0
20,3
21,9
21,3
21,7
21,4
21,0
22,0
22,3
22,7
22,4
22,9
23,8
23,2
23,6
23,1
24,8
24,5
24,6
24,1
24,2
25,7
25,0
25,3
25,9
26,4
26,9
26,0
26,3
26,7
27,6
27,1
27,2
27,5
27,8
28,5
28,2
28,6
29,1
29,6
29,2
30,8
30,5
31,5
31,6
31,2
31,8
31,1
32,8
32,5
33,1
33,5
34,2
34,8
34,1
34,6
34,5
35,8
35,5
35,2
36,2
36,5
36,8
36,6
37,4
37,0
37,9
38,3
38,7
38,4
38,9
38,0
39,4
39,0
39,3
39,7
40,2
40,1
40,6
40,8
41,2
41,1
41,5
41,8
41,6
42,7
42,4
42,9
42,0
43,1
43,5
44,7
44,0
44,3
44,4
45,1
45,6
45,2
45,5
46,3
46,9
47,3
47,7
47,0
47,9
48,7
48,4
49,1
49,8
49,5
49,2
49,6
50,1
50,2
50,6
51,4
51,9
51,0
51,7
52,6
52,1
52,2
53,7
53,0
53,9
53,3
53,4
54,3
54,4
54,9
54,0
55,6
55,2
56,2
56,8
56,5
56,6
57,5
57,8
57,1
57,2
58,6
58,8
58,5
58,2
58,1
59,4
59,3
59,0
60,7
60,9
60,4
60,3
61,8
61,5
62,9
62,7
62,3
63,3
63,9
64,1
64,6
64,5
64,8
65,9
65,7
65,4
65,3
66,5
66,1
66,8
66,6
67,1
67,5
67,6
67,8
68,8
68,5
68,1
68,6
69,8
69,6
69,2
70,0
70,3
70,4
70,7
71,0
71,9
71,4
71,3
72,0
72,9
73,6
73,1
73,5
73,8
74,3
74,9
75,1
75,2
75,8
76,1
76,6
76,5
76,2
77,1
77,6
77,8
77,5
78,9
78,3
78,7
78,0
79,0
79,9
79,7
79,4
80,0
80,7
80,9
80,3
81,0
81,9
81,3
82,4
82,0
82,9
83,9
83,7
83,3
84,0
84,4
84,7
85,6
85,1
85,8
86,1
86,8
86,6
86,5
86,2
87,5
87,1
87,6
87,8
88,9
88,3
88,4
89,3
89,0
89,4
90,1
90,6
91,3
91,9
91,0
92,6
92,1
92,5
93,4
93,3
94,2
94,8
94,6
95,7
95,0
96,0
96,4
96,9
97,2
97,5
97,8
98,9
98,7
99,7
99,3
99,0
99,9
