student_id,course_id,course_code
67,0,CS101
172,0,CS101
33,0,CS101
152,0,CS101
210,0,CS101
36,0,CS101
92,0,CS101
6,0,CS101
245,0,CS101
63,0,CS101
111,0,CS101
110,0,CS101
248,0,CS101
133,0,CS101
220,0,CS101
144,0,CS101
156,0,CS101
118,0,CS101
20,0,CS101
73,0,CS101
173,0,CS101
205,0,CS101
101,0,CS101
1,0,CS101
5,0,CS101
231,0,CS101
58,0,CS101
197,0,CS101
218,0,CS101
10,0,CS101
13,0,CS101
208,0,CS101
120,0,CS101
247,0,CS101
189,0,CS101
62,0,CS101
215,0,CS101
8,0,CS101
125,0,CS101
54,0,CS101
22,0,CS101
47,0,CS101
25,0,CS101
217,0,CS101
81,0,CS101
105,0,CS101
140,0,CS101
182,0,CS101
113,0,CS101
174,0,CS101
216,0,CS101
51,0,CS101
228,0,CS101
201,0,CS101
55,0,CS101
212,0,CS101
188,0,CS101
119,0,CS101
130,0,CS101
186,0,CS101
18,0,CS101
84,0,CS101
70,0,CS101
3,0,CS101
185,0,CS101
121,0,CS101
107,0,CS101
192,0,CS101
2,0,CS101
32,0,CS101
50,0,CS101
157,0,CS101
7,0,CS101
223,0,CS101
85,0,CS101
176,0,CS101
93,0,CS101
52,0,CS101
162,0,CS101
190,0,CS101
66,0,CS101
166,0,CS101
242,0,CS101
15,0,CS101
87,0,CS101
219,0,CS101
198,0,CS101
114,0,CS101
237,0,CS101
246,0,CS101
239,0,CS101
134,0,CS101
131,0,CS101
0,0,CS101
71,0,CS101
204,0,CS101
90,0,CS101
68,0,CS101
44,0,CS101
191,0,CS101
183,0,CS101
94,0,CS101
227,0,CS101
69,0,CS101
180,0,CS101
200,0,CS101
132,0,CS101
34,0,CS101
195,0,CS101
12,0,CS101
221,0,CS101
138,0,CS101
128,0,CS101
61,0,CS101
135,0,CS101
169,0,CS101
82,0,CS101
91,0,CS101
16,0,CS101
98,0,CS101
30,0,CS101
116,0,CS101
96,0,CS101
42,0,CS101
78,0,CS101
168,0,CS101
171,0,CS101
146,0,CS101
142,0,CS101
115,0,CS101
209,0,CS101
160,0,CS101
4,0,CS101
97,0,CS101
156,1,CS102
198,1,CS102
118,1,CS102
23,1,CS102
167,1,CS102
246,1,CS102
241,1,CS102
39,1,CS102
230,1,CS102
40,1,CS102
68,1,CS102
123,1,CS102
125,1,CS102
90,1,CS102
55,1,CS102
136,1,CS102
177,1,CS102
4,1,CS102
149,1,CS102
242,1,CS102
192,1,CS102
227,1,CS102
212,1,CS102
66,1,CS102
141,1,CS102
235,1,CS102
64,1,CS102
33,1,CS102
158,1,CS102
79,1,CS102
72,1,CS102
104,1,CS102
147,1,CS102
119,1,CS102
196,1,CS102
216,1,CS102
239,1,CS102
84,1,CS102
112,1,CS102
150,1,CS102
19,1,CS102
97,1,CS102
188,1,CS102
187,1,CS102
183,1,CS102
193,1,CS102
236,1,CS102
95,1,CS102
59,1,CS102
229,1,CS102
83,1,CS102
166,1,CS102
62,1,CS102
60,1,CS102
231,2,CS201
234,2,CS201
177,2,CS201
169,2,CS201
176,2,CS201
214,2,CS201
188,2,CS201
193,2,CS201
69,2,CS201
105,2,CS201
6,2,CS201
129,2,CS201
26,2,CS201
206,2,CS201
216,2,CS201
21,2,CS201
132,2,CS201
11,2,CS201
119,2,CS201
43,2,CS201
35,2,CS201
224,2,CS201
121,2,CS201
209,2,CS201
10,2,CS201
68,2,CS201
31,2,CS201
101,2,CS201
155,2,CS201
167,2,CS201
7,2,CS201
158,2,CS201
225,2,CS201
179,2,CS201
218,2,CS201
212,2,CS201
28,2,CS201
1,2,CS201
60,2,CS201
191,2,CS201
180,2,CS201
235,2,CS201
4,2,CS201
115,2,CS201
73,2,CS201
80,2,CS201
221,2,CS201
164,2,CS201
152,2,CS201
109,2,CS201
70,2,CS201
195,2,CS201
99,2,CS201
3,2,CS201
14,2,CS201
185,2,CS201
8,2,CS201
130,2,CS201
166,2,CS201
109,3,CS202
199,3,CS202
179,3,CS202
171,3,CS202
11,3,CS202
248,3,CS202
216,3,CS202
139,3,CS202
192,3,CS202
84,3,CS202
155,3,CS202
198,3,CS202
18,3,CS202
52,3,CS202
10,3,CS202
56,3,CS202
162,3,CS202
64,3,CS202
66,3,CS202
140,3,CS202
201,3,CS202
142,3,CS202
51,3,CS202
160,3,CS202
54,3,CS202
211,3,CS202
65,3,CS202
59,3,CS202
231,3,CS202
175,3,CS202
186,3,CS202
167,3,CS202
202,3,CS202
96,3,CS202
249,3,CS202
43,3,CS202
103,4,CS301
214,4,CS301
18,4,CS301
137,4,CS301
161,4,CS301
239,4,CS301
94,4,CS301
85,4,CS301
220,4,CS301
11,4,CS301
245,4,CS301
87,4,CS301
151,4,CS301
102,4,CS301
4,4,CS301
100,4,CS301
101,4,CS301
223,4,CS301
114,4,CS301
38,4,CS301
198,5,MATH101
4,5,MATH101
95,5,MATH101
49,5,MATH101
164,5,MATH101
144,5,MATH101
213,5,MATH101
172,5,MATH101
31,5,MATH101
230,5,MATH101
142,5,MATH101
90,5,MATH101
108,5,MATH101
76,5,MATH101
202,5,MATH101
237,5,MATH101
189,5,MATH101
178,5,MATH101
110,5,MATH101
194,5,MATH101
145,5,MATH101
60,5,MATH101
161,5,MATH101
217,5,MATH101
27,5,MATH101
222,5,MATH101
30,5,MATH101
88,5,MATH101
32,5,MATH101
135,5,MATH101
229,5,MATH101
85,5,MATH101
72,5,MATH101
119,5,MATH101
46,5,MATH101
103,5,MATH101
140,5,MATH101
109,5,MATH101
242,5,MATH101
112,5,MATH101
23,5,MATH101
233,5,MATH101
38,5,MATH101
171,5,MATH101
169,5,MATH101
170,5,MATH101
136,5,MATH101
115,5,MATH101
55,5,MATH101
93,5,MATH101
84,5,MATH101
203,5,MATH101
28,5,MATH101
126,5,MATH101
64,5,MATH101
121,5,MATH101
149,5,MATH101
138,5,MATH101
96,5,MATH101
35,5,MATH101
111,5,MATH101
59,5,MATH101
105,5,MATH101
57,5,MATH101
163,5,MATH101
74,5,MATH101
73,5,MATH101
56,5,MATH101
177,5,MATH101
137,5,MATH101
131,5,MATH101
7,5,MATH101
127,5,MATH101
234,5,MATH101
174,5,MATH101
200,5,MATH101
113,5,MATH101
248,5,MATH101
166,5,MATH101
245,5,MATH101
3,5,MATH101
192,5,MATH101
0,5,MATH101
201,5,MATH101
66,5,MATH101
157,5,MATH101
104,5,MATH101
152,5,MATH101
40,5,MATH101
33,5,MATH101
215,5,MATH101
134,5,MATH101
197,5,MATH101
94,5,MATH101
13,5,MATH101
34,5,MATH101
87,5,MATH101
101,5,MATH101
37,5,MATH101
196,5,MATH101
102,5,MATH101
71,5,MATH101
20,5,MATH101
162,5,MATH101
226,5,MATH101
69,5,MATH101
92,5,MATH101
114,5,MATH101
132,5,MATH101
8,5,MATH101
36,5,MATH101
124,5,MATH101
127,6,MATH102
5,6,MATH102
206,6,MATH102
13,6,MATH102
149,6,MATH102
99,6,MATH102
7,6,MATH102
112,6,MATH102
19,6,MATH102
151,6,MATH102
224,6,MATH102
191,6,MATH102
162,6,MATH102
233,6,MATH102
65,6,MATH102
125,6,MATH102
116,6,MATH102
208,6,MATH102
148,6,MATH102
169,6,MATH102
20,6,MATH102
197,6,MATH102
187,6,MATH102
236,6,MATH102
36,6,MATH102
90,6,MATH102
128,6,MATH102
114,6,MATH102
110,6,MATH102
58,6,MATH102
186,6,MATH102
172,6,MATH102
249,6,MATH102
227,6,MATH102
211,6,MATH102
54,6,MATH102
26,6,MATH102
192,6,MATH102
189,6,MATH102
226,6,MATH102
247,6,MATH102
119,6,MATH102
199,6,MATH102
234,6,MATH102
190,6,MATH102
47,6,MATH102
46,6,MATH102
248,6,MATH102
222,6,MATH102
200,6,MATH102
195,6,MATH102
221,6,MATH102
59,6,MATH102
156,6,MATH102
121,6,MATH102
85,6,MATH102
89,7,PHYS101
172,7,PHYS101
162,7,PHYS101
32,7,PHYS101
132,7,PHYS101
10,7,PHYS101
7,7,PHYS101
15,7,PHYS101
113,7,PHYS101
2,7,PHYS101
142,7,PHYS101
194,7,PHYS101
167,7,PHYS101
202,7,PHYS101
102,7,PHYS101
183,7,PHYS101
166,7,PHYS101
238,7,PHYS101
12,7,PHYS101
214,7,PHYS101
239,7,PHYS101
191,7,PHYS101
36,7,PHYS101
160,8,CHEM101
171,8,CHEM101
193,8,CHEM101
156,8,CHEM101
161,8,CHEM101
132,8,CHEM101
62,8,CHEM101
22,8,CHEM101
174,8,CHEM101
104,8,CHEM101
95,8,CHEM101
75,8,CHEM101
73,8,CHEM101
29,8,CHEM101
202,8,CHEM101
99,8,CHEM101
134,8,CHEM101
31,8,CHEM101
82,8,CHEM101
200,8,CHEM101
7,8,CHEM101
215,8,CHEM101
236,8,CHEM101
192,8,CHEM101
141,8,CHEM101
142,8,CHEM101
13,8,CHEM101
89,8,CHEM101
61,8,CHEM101
