student_id,course_id
0,6
0,0
0,8
0,4
0,1
1,6
1,8
1,4
1,0
2,8
2,6
2,4
3,8
3,1
3,0
3,6
4,5
4,3
4,9
4,2
5,5
5,3
5,7
5,2
6,0
6,4
7,8
7,1
7,4
7,0
7,6
8,1
8,4
8,0
8,6
9,7
9,5
10,6
10,8
10,0
10,4
11,6
11,1
11,4
11,8
12,2
12,5
12,9
13,7
13,9
13,5
14,8
14,4
14,0
14,1
15,2
15,5
15,7
15,3
16,5
16,3
16,2
16,9
17,4
17,1
17,6
17,8
17,0
18,4
18,1
18,6
19,3
19,5
19,2
19,9
20,8
20,4
20,6
21,8
21,4
21,6
21,1
22,6
22,8
22,1
23,1
23,6
23,8
23,0
24,6
24,1
24,0
25,3
25,9
25,7
25,2
25,5
26,5
26,2
26,3
26,7
26,9
27,7
27,5
27,9
27,3
28,6
28,4
29,5
29,9
30,1
30,0
30,6
30,8
31,7
31,2
31,5
32,1
32,4
32,0
33,7
33,2
33,5
34,4
34,1
34,8
34,6
34,0
35,4
35,8
36,9
36,3
36,5
37,9
37,3
37,5
37,2
37,7
38,0
38,6
38,8
39,0
39,8
39,1
40,2
40,9
40,5
41,7
41,3
41,2
41,5
42,5
42,7
42,2
43,7
43,3
43,9
44,3
44,9
44,5
44,2
45,6
45,4
46,8
46,6
46,0
47,5
47,2
47,9
48,8
48,1
48,6
48,0
48,4
49,5
49,9
49,2
