student_id,course_id
0,4
0,3
0,6
1,3
1,4
2,4
2,7
2,3
2,6
3,5
3,2
3,8
3,0
3,9
4,8
4,9
5,0
5,1
6,1
6,0
6,5
6,9
7,5
7,0
7,1
8,1
8,5
8,9
9,4
9,3
10,5
10,9
10,8
10,1
11,1
11,5
11,9
12,9
12,5
12,0
12,2
13,9
13,8
13,1
13,5
13,2
14,5
14,1
14,2
14,0
15,7
15,4
15,3
16,5
16,0
17,6
17,4
17,3
17,7
18,4
18,7
18,6
19,4
19,3
19,6
19,7
20,9
20,1
20,2
20,8
21,4
21,6
21,3
21,7
22,2
22,1
22,8
23,9
23,0
23,8
23,1
24,2
24,5
24,0
24,8
24,1
25,9
25,5
25,1
25,0
26,2
26,1
26,9
26,5
27,5
27,8
27,1
28,3
28,4
28,7
29,9
29,5
29,0
29,2
30,4
30,7
31,4
31,6
31,3
31,7
32,2
32,8
33,9
33,8
33,2
34,6
34,7
34,3
35,4
35,7
35,6
35,3
36,9
36,1
36,5
37,7
37,4
38,3
38,4
38,7
38,6
39,3
39,6
39,7
40,9
40,2
40,1
40,0
41,3
41,6
41,4
41,7
42,3
42,7
43,5
43,0
43,8
44,6
44,7
44,4
44,3
45,0
45,1
45,8
45,9
46,3
46,6
46,4
46,7
47,0
47,9
47,1
48,3
48,4
48,6
49,4
49,6
49,3
