time_slot,exam_id,course_code,year,enrollment
0,0,AR5101,9,7
0,3,CA3201,6,1
0,48,LA5201,10,2
0,63,ME2202,4,1
0,65,ME3103,5,1
1,8,CY1003,4,1
1,31,LA4101,7,3
1,35,LA4105,7,1
1,44,LA5103,9,3
2,26,LA3106,5,3
2,28,LA3203,6,4
3,33,LA4103,7,3
3,41,LA4206,8,1
3,49,LA5202,10,2
4,13,EC3201,6,1
4,24,LA3104,5,1
4,37,LA4202,8,4
4,57,MA2109,3,2
4,59,MA2207,4,2
5,6,CV3103,5,1
5,9,EC2201,4,1
5,27,LA3202,6,1
6,1,AR5103,9,7
6,16,LA1301,3,1
6,21,LA3101,5,1
6,46,LA5105,9,5
6,52,LA5205,10,1
6,54,LAIX05,10,1
6,64,ME3102,5,1
6,69,MEE3102,5,1
7,38,LA4203,8,4
7,58,MA2205,4,1
8,4,CA3203,6,1
8,18,LA1902,9,1
8,32,LA4102,7,3
8,43,LA5102,9,3
8,50,LA5203,10,2
9,30,LA3205,6,2
9,40,LA4205,8,1
9,66,ME3104,5,3
9,68,MEE3101,5,1
10,14,EE2101,3,1
10,22,LA3102,5,2
10,51,LA5204,10,1
10,67,ME3202,6,2
11,12,EC3104,5,1
11,15,IT3202,6,1
11,34,LA4104,7,1
11,45,LA5104,9,4
11,62,MA2217,4,1
12,25,LA3105,5,3
12,36,LA4201,8,2
12,53,LA5206,10,2
13,11,EC3103,5,1
13,42,LA5101,9,3
14,5,CV2203,4,1
14,19,LA1903,9,1
14,23,LA3103,5,2
14,39,LA4204,8,3
14,55,LN2207,4,1
14,61,MA2210,4,1
15,10,EC3101,5,1
16,2,BB3104,5,1
16,7,CV3104,5,1
16,17,LA1901,9,1
16,47,LA5106,9,6
16,56,LN5101,9,7
16,60,MA2209,4,1
17,20,LA1905,9,1
17,29,LA3204,6,3
