student_id,course_id
0,4
0,9
0,7
1,6
1,5
1,2
2,1
2,9
2,7
3,3
3,2
3,0
4,4
4,7
4,9
5,3
5,6
5,5
5,2
6,4
6,1
6,7
7,7
7,4
8,0
8,6
8,3
9,1
9,4
9,9
10,6
10,2
10,8
11,1
11,4
12,9
12,1
12,7
12,4
13,4
13,7
13,1
13,9
14,3
14,0
14,8
15,7
15,1
15,9
15,4
16,1
16,7
16,9
17,4
17,7
17,9
18,9
18,7
18,4
18,1
19,5
19,0
19,6
19,8
20,4
20,7
20,9
20,1
21,0
21,6
21,8
22,9
22,7
22,1
23,0
23,3
23,5
23,6
24,1
24,7
24,9
24,4
25,6
25,0
25,3
25,2
25,5
26,3
26,5
26,0
26,6
27,1
27,9
27,7
28,3
28,5
29,8
29,6
30,2
30,6
30,5
30,3
30,0
30,8
31,2
31,3
31,5
31,0
32,6
32,0
32,3
33,8
33,3
34,3
34,0
34,6
34,5
35,2
35,6
36,8
36,0
36,5
36,2
37,8
37,5
37,0
38,3
38,2
38,0
39,8
39,3
39,2
40,0
40,8
40,2
40,5
41,9
41,7
41,1
41,4
42,3
42,5
42,6
42,8
43,3
43,0
43,8
44,8
44,3
44,2
45,7
45,1
45,4
45,9
46,1
46,4
47,9
47,7
47,4
47,1
48,7
48,4
48,1
49,1
49,4
49,7
49,9
