student_id,course_id
0,0
0,1
1,9
1,2
1,6
2,5
2,4
2,7
3,5
3,7
4,4
4,1
5,3
5,9
6,7
6,8
7,6
7,9
7,2
8,3
8,6
9,2
9,6
9,9
10,4
10,7
10,8
10,0
10,5
11,0
11,7
11,1
11,5
12,2
12,9
13,1
13,5
13,4
14,6
14,3
15,2
15,9
15,6
15,3
16,0
16,5
16,4
16,7
16,8
17,3
17,9
17,6
18,1
18,4
18,5
18,7
19,3
19,2
20,6
20,3
21,6
21,9
22,5
22,0
22,4
23,3
23,6
23,2
24,6
24,2
25,9
25,3
25,6
26,2
26,3
27,3
27,9
28,8
28,5
28,7
28,4
29,6
29,2
30,1
30,4
31,5
31,8
31,4
31,1
32,6
32,2
32,3
33,6
33,9
33,3
34,1
34,7
34,0
35,2
35,6
35,3
36,4
36,0
37,4
37,5
37,7
38,4
38,8
38,0
39,2
39,6
39,3
40,0
40,8
41,1
41,5
41,0
42,1
42,5
42,8
42,0
43,3
43,2
44,6
44,3
44,9
45,1
45,5
46,8
46,4
46,7
46,1
47,8
47,5
47,0
48,8
48,4
48,0
49,9
49,2
49,6
