student_id,course_id
0,8
0,1
0,9
0,2
1,1
1,2
1,9
1,8
2,0
2,7
2,6
2,3
3,5
3,2
4,3
4,6
4,4
5,0
5,7
5,6
6,0
6,6
6,4
6,3
7,0
7,6
7,7
8,8
8,2
8,5
9,0
9,7
9,4
9,6
9,3
10,1
10,8
10,5
11,6
11,4
11,7
11,0
12,2
12,8
12,1
13,2
13,1
13,9
13,5
14,7
14,3
14,4
15,9
15,5
15,8
15,1
16,0
16,3
16,4
16,7
17,7
17,0
17,4
17,6
18,2
18,5
19,7
19,3
19,6
19,4
20,1
20,8
20,5
20,9
21,3
21,4
21,7
21,6
22,0
22,6
23,3
23,0
23,4
23,7
24,5
24,8
24,1
24,9
25,6
25,3
25,0
25,4
25,7
26,3
26,7
26,4
26,0
27,9
27,5
27,1
27,2
28,7
28,0
29,6
29,0
29,3
29,4
30,2
30,9
31,5
31,9
31,1
31,8
31,2
32,5
32,8
33,9
33,5
33,8
34,7
34,6
34,3
34,0
34,4
35,7
35,0
35,3
36,0
36,7
36,3
36,4
37,8
37,9
37,1
37,2
37,5
38,8
38,2
38,9
39,2
39,9
39,1
39,5
40,9
40,1
40,2
41,8
41,9
41,1
41,2
41,5
42,4
42,7
42,3
42,0
42,6
43,9
43,8
43,2
43,5
43,1
44,4
44,7
44,0
45,6
45,4
46,3
46,7
46,4
46,0
46,6
47,6
47,3
47,7
48,8
48,5
48,1
49,7
49,4
50,2
50,9
50,5
50,1
51,9
51,8
52,6
52,4
52,3
52,7
52,0
53,3
53,4
53,7
53,6
53,0
54,9
54,8
54,5
55,0
55,3
55,4
55,6
56,8
56,1
56,5
56,2
56,9
57,4
57,7
57,6
57,3
58,8
58,1
58,9
58,5
59,6
59,7
59,0
60,6
60,0
60,3
61,9
61,1
61,5
62,4
62,7
62,3
62,6
63,9
63,2
63,8
64,9
64,1
64,2
64,8
65,4
65,7
65,3
65,0
66,8
66,5
66,1
67,4
67,3
67,0
68,3
68,4
68,7
69,7
69,6
69,4
69,3
70,4
70,7
70,0
70,3
71,7
71,3
71,0
71,4
71,6
72,5
72,8
72,1
73,1
73,9
73,2
73,8
73,5
74,3
74,0
74,6
74,4
74,7
75,6
75,4
75,3
76,4
76,3
76,7
76,0
77,1
77,8
77,5
77,2
78,4
78,3
78,6
78,0
79,9
79,2
79,5
