time_slot,exam_id,course_code,year,enrollment
0,1,AR5103,9,7
0,43,LA4202,8,4
0,50,LA5103,9,3
0,77,MEE3101,5,1
1,16,EC3201,6,1
1,31,LA3106,5,3
1,33,LA3203,6,4
1,74,ME3202,6,2
2,15,EC3104,5,1
2,37,LA4102,7,3
2,55,LA5202,10,2
2,75,ME4163,7,1
3,8,CV3104,5,1
3,51,LA5104,9,4
3,63,MA2109,3,2
3,66,MA2209,4,1
3,81,MEE3149,5,1
4,24,LA1903,9,1
4,28,LA3103,5,2
4,36,LA4101,7,3
5,35,LA3205,6,2
5,52,LA5105,9,5
6,17,EC3251,6,1
6,25,LA1905,9,1
6,29,LA3104,5,1
6,44,LA4203,8,4
6,61,LN2207,4,1
7,23,LA1902,9,1
7,57,LA5204,10,1
7,65,MA2207,4,2
7,73,ME3104,5,3
8,3,BB3140,5,1
8,18,EC4146,7,1
8,30,LA3105,5,3
8,45,LA4204,8,3
8,67,MA2210,4,1
9,21,LA1301,3,1
9,42,LA4201,8,2
9,49,LA5102,9,3
9,59,LA5206,10,2
9,60,LAIX05,10,1
9,62,LN5101,9,7
9,78,MEE3102,5,1
10,2,BB3104,5,1
10,4,CA3201,6,1
10,13,EC3101,5,1
10,20,IT3202,6,1
10,32,LA3202,6,1
10,38,LA4103,7,3
10,46,LA4205,8,1
11,10,DOA2007,5,1
11,26,LA3101,5,1
11,54,LA5201,10,2
11,71,ME3102,5,1
12,6,CV2203,4,1
12,9,CY1003,4,1
12,12,EC2201,4,1
12,22,LA1901,9,1
12,53,LA5106,9,6
12,69,ME0001,7,1
13,27,LA3102,5,2
13,40,LA4105,7,1
13,68,MA2217,4,1
13,80,MEE3140,5,1
14,11,DOA2010,9,7
14,56,LA5203,10,2
15,19,EE2101,3,1
15,34,LA3204,6,3
15,41,LA4142,7,2
15,47,LA4206,8,1
15,76,ME4166,7,1
16,0,AR5101,9,7
16,5,CA3203,6,1
16,14,EC3103,5,1
16,58,LA5205,10,1
16,79,MEE3120,5,1
17,7,CV3103,5,1
17,39,LA4104,7,1
17,48,LA5101,9,3
17,64,MA2205,4,1
17,70,ME2202,4,1
17,72,ME3103,5,1
