student_id,course_id
0,8
0,4
1,9
1,6
1,2
2,7
2,9
2,5
2,6
3,7
3,2
3,9
3,0
4,1
4,4
4,8
4,3
5,4
5,1
5,3
5,8
6,2
6,5
6,0
6,9
7,1
7,3
8,4
8,1
8,3
9,8
9,1
9,4
10,3
10,1
10,4
10,8
11,0
11,9
11,7
11,6
11,5
12,1
12,3
12,8
12,4
13,0
13,2
13,9
14,5
14,2
14,9
14,7
15,1
15,8
15,4
15,3
16,4
16,1
16,8
16,3
17,0
17,5
17,2
17,7
18,4
18,1
18,3
18,8
19,0
19,5
19,9
20,6
20,7
20,2
20,5
20,9
21,5
21,9
21,2
22,8
22,3
22,1
22,4
23,1
23,3
23,4
24,4
24,1
24,3
25,4
25,1
25,8
25,3
26,1
26,3
26,8
27,4
27,1
28,0
28,6
28,5
29,3
29,8
29,4
29,1
30,9
30,6
30,7
30,5
31,2
31,0
31,6
31,7
32,8
32,3
33,8
33,1
34,5
34,2
34,0
35,0
35,2
35,7
35,6
36,4
36,1
36,8
36,3
37,8
37,3
37,1
38,5
38,9
38,6
39,5
39,0
39,6
39,9
40,1
40,4
40,3
40,8
41,6
41,2
41,0
41,5
42,8
42,3
42,4
42,1
43,6
43,5
43,9
43,7
43,0
44,9
44,5
44,6
44,0
44,7
45,8
45,1
45,3
46,0
46,7
47,9
47,7
47,6
48,9
48,0
49,3
49,4
49,1
49,8
50,3
50,1
51,4
51,1
51,8
51,3
52,8
52,3
52,4
53,5
53,2
53,6
54,2
54,6
54,0
54,7
54,5
55,3
55,1
55,4
55,8
56,3
56,1
56,8
57,0
57,2
57,5
58,8
58,3
58,1
59,5
59,0
60,7
60,5
60,9
60,0
61,4
61,3
61,8
62,3
62,4
62,8
63,7
63,9
63,2
63,6
64,6
64,0
64,9
65,5
65,0
65,2
65,9
66,4
66,1
66,8
66,3
67,4
67,8
67,3
67,1
68,8
68,4
68,1
69,8
69,1
69,4
70,8
70,4
70,3
71,3
71,1
71,4
72,6
72,2
72,9
72,5
73,3
73,4
73,8
73,1
74,4
74,8
74,1
74,3
75,0
75,9
75,7
76,8
76,3
76,4
77,7
77,5
78,2
78,7
78,5
78,6
78,0
79,4
79,8
79,1
