student_id,course_id
reg1,28
reg1,63
reg10,34
reg10,37
reg10,39
reg11,41
reg12,62
reg13,5
reg13,6
reg13,12
reg13,73
reg14,3
reg15,65
reg15,72
reg16,42
reg16,45
reg16,46
reg16,47
reg16,48
reg17,30
reg17,31
reg17,32
reg17,33
reg17,34
reg17,35
reg17,41
reg17,42
reg17,43
reg19,78
reg2,25
reg2,29
reg20,76
reg20,77
reg20,78
reg20,79
reg21,14
reg21,15
reg21,16
reg21,17
reg21,18
reg21,70
reg22,80
reg22,81
reg23,2
reg23,4
reg24,7
reg24,13
reg24,67
reg24,83
reg25,53
reg27,44
reg28,31
reg28,34
reg28,42
reg28,52
reg28,55
reg28,56
reg29,11
reg29,67
reg29,79
reg3,26
reg3,27
reg30,35
reg30,41
reg30,47
reg30,50
reg31,32
reg31,37
reg31,46
reg32,37
reg32,51
reg32,52
reg32,53
reg32,54
reg32,55
reg32,56
reg33,22
reg34,20
reg34,22
reg34,23
reg34,24
reg34,64
reg34,82
reg35,10
reg35,71
reg36,8
reg36,9
reg36,71
reg37,0
reg37,1
reg37,66
reg38,7
reg38,19
reg38,68
reg38,69
reg38,74
reg38,83
reg39,69
reg39,75
reg39,78
reg4,21
reg40,51
reg40,52
reg40,53
reg40,54
reg40,55
reg40,56
reg41,0
reg41,1
reg41,66
reg42,0
reg42,1
reg42,66
reg43,0
reg43,1
reg43,66
reg44,0
reg44,1
reg44,66
reg45,0
reg45,1
reg45,66
reg46,0
reg46,1
reg46,66
reg5,20
reg5,35
reg5,38
reg5,40
reg5,45
reg5,46
reg5,47
reg5,48
reg5,49
reg5,51
reg5,54
reg5,55
reg5,56
reg5,57
reg5,58
reg5,59
reg6,36
reg6,37
reg6,38
reg6,39
reg6,40
reg6,46
reg6,47
reg6,48
reg6,54
reg6,56
reg6,57
reg6,58
reg6,59
reg6,60
reg6,61
reg6,62
reg7,40
reg8,38
reg9,55
reg9,56
