student_id,course_id
0,2
0,6
0,7
0,5
0,9
1,6
1,7
2,0
2,5
2,6
3,9
3,6
4,3
4,1
4,8
4,4
5,6
5,0
5,9
5,5
6,1
6,3
6,8
7,1
7,8
7,4
8,6
8,0
8,9
8,5
8,7
9,5
9,2
10,3
10,4
11,0
11,9
11,5
11,6
12,2
12,0
12,9
12,5
13,4
13,3
13,1
14,4
14,8
14,1
15,3
15,8
15,1
15,4
16,1
16,8
16,3
16,4
17,1
17,4
17,8
17,3
18,6
18,9
18,0
18,7
18,5
19,5
19,2
19,6
19,0
20,7
20,0
20,5
20,9
21,8
21,3
21,4
22,8
22,4
22,1
23,9
23,0
24,5
24,6
24,0
24,2
25,8
25,4
25,1
26,8
26,1
26,3
27,4
27,8
27,3
28,9
28,6
28,0
29,8
29,4
29,3
30,1
30,4
30,8
31,3
31,4
31,8
31,1
32,1
32,4
32,8
32,3
33,0
33,9
34,2
34,9
34,6
35,3
35,8
35,1
35,4
36,4
36,1
36,3
36,8
37,4
37,3
37,8
38,3
38,4
38,8
38,1
39,1
39,8
39,3
40,6
40,2
40,9
41,9
41,5
41,7
42,4
42,3
42,8
42,1
43,5
43,2
43,9
43,6
43,0
44,7
44,9
44,5
44,0
45,5
45,9
45,6
46,1
46,8
46,3
47,4
47,1
47,3
47,8
48,3
48,8
49,5
49,9
49,6
50,0
50,6
50,9
50,7
51,1
51,8
51,3
52,6
52,9
52,2
52,7
53,4
53,3
53,8
53,1
54,2
54,9
54,6
54,5
54,0
54,7
55,4
55,3
55,1
55,8
56,9
56,6
56,5
57,6
57,0
57,7
57,5
57,2
58,1
58,3
58,8
58,4
59,1
59,8
59,4
60,5
60,9
60,6
61,2
61,6
61,0
61,7
62,7
62,6
62,9
63,3
63,4
63,1
63,8
64,4
64,3
65,3
65,8
65,1
65,4
66,2
66,7
66,0
67,4
67,8
67,3
68,6
68,2
68,9
68,7
68,0
69,3
69,4
69,1
69,8
70,8
70,3
70,1
70,4
71,5
71,6
71,0
72,3
72,1
72,4
72,8
73,0
73,7
74,4
74,1
74,3
75,4
75,8
75,1
75,3
76,4
76,8
76,1
76,3
77,8
77,3
77,1
77,4
78,4
78,3
79,7
79,5
79,9
