student_id,course_id
0,3
0,4
0,0
1,5
1,1
2,5
2,1
2,9
3,7
3,2
4,7
4,4
4,8
4,3
5,5
5,1
5,9
6,9
6,1
6,5
7,5
7,1
7,9
8,9
8,5
8,1
9,7
9,3
9,6
9,2
10,3
10,6
10,8
10,4
11,6
11,4
11,7
12,5
12,9
13,7
13,4
13,2
14,1
14,9
14,5
15,4
15,6
16,9
16,1
16,5
17,0
17,3
17,6
17,2
17,7
17,4
18,1
18,5
18,9
19,0
19,8
20,2
20,4
20,7
20,6
21,4
21,8
21,0
21,2
22,5
22,9
23,8
23,7
23,2
23,3
23,6
24,2
24,0
24,7
25,1
25,9
25,5
26,1
26,9
26,5
27,5
27,9
28,7
28,4
28,3
28,6
29,9
29,5
29,1
30,5
30,1
30,9
31,9
31,1
31,5
32,5
32,1
32,9
33,2
33,6
33,4
34,0
34,8
35,7
35,8
35,6
35,4
36,9
36,5
36,1
37,9
37,5
37,1
38,5
38,1
38,9
39,9
39,1
39,5
40,1
40,5
40,9
41,1
41,9
41,5
42,5
42,1
43,2
43,7
44,8
44,0
45,1
45,9
45,5
46,5
46,1
46,9
47,5
47,9
48,3
48,4
48,7
49,5
49,9
49,1
