student_id,course_id
0,12
0,8
0,4
0,6
1,14
1,10
1,0
2,9
2,2
2,10
2,0
2,7
3,6
3,8
3,11
4,7
4,0
4,14
4,10
5,2
5,9
5,1
5,5
6,5
6,0
6,1
7,3
7,12
7,4
7,6
8,10
8,7
9,0
9,2
9,14
9,5
10,2
10,0
10,9
10,5
10,14
11,5
11,14
11,7
12,3
12,4
12,12
13,5
13,0
13,9
13,10
14,5
14,2
14,10
14,7
15,4
15,3
16,3
16,6
16,8
17,6
17,8
17,4
18,13
18,2
18,0
18,10
18,14
19,1
19,10
19,5
19,9
19,0
19,7
20,12
20,6
20,11
20,4
20,8
21,14
21,7
21,5
22,12
22,11
22,4
22,8
23,13
23,2
24,2
24,14
25,7
25,9
25,1
26,7
26,9
26,0
26,10
26,5
27,2
27,5
27,10
27,0
28,11
28,3
29,12
29,6
29,8
29,3
30,10
30,7
31,0
31,14
31,1
31,7
31,5
32,9
32,2
32,0
32,1
33,2
33,0
34,3
34,6
34,4
34,8
35,3
35,11
35,8
35,4
36,1
36,7
36,5
36,2
37,3
37,11
37,6
38,4
38,12
38,3
38,8
38,6
38,11
39,8
39,3
39,12
39,6
39,4
39,11
40,9
40,2
40,0
41,14
41,1
41,5
41,13
41,7
42,6
42,11
42,8
42,3
43,14
43,0
43,10
43,7
44,0
44,14
44,10
45,5
45,9
45,0
45,13
46,3
46,11
47,13
47,2
47,0
47,9
48,11
48,8
48,6
49,5
49,7
49,14
49,10
49,1
50,5
50,13
50,9
50,7
51,6
51,12
51,11
51,4
52,8
52,6
52,12
52,3
53,7
53,1
54,6
54,3
54,8
54,12
55,3
55,12
56,13
56,1
56,0
56,14
57,7
57,10
57,1
58,14
58,0
58,13
58,10
58,5
59,10
59,14
59,2
59,9
60,2
60,14
60,9
60,0
61,8
61,3
61,12
62,2
62,13
62,14
62,9
63,4
63,11
63,12
63,8
63,3
64,8
64,12
64,11
64,6
65,5
65,13
65,9
66,12
66,11
67,9
67,5
67,14
67,7
68,4
68,8
68,6
69,10
69,5
69,13
69,1
69,14
69,0
70,5
70,9
70,2
71,1
71,9
72,11
72,8
72,6
73,8
73,3
73,11
74,7
74,5
74,0
75,3
75,12
75,4
75,6
75,8
76,9
76,1
77,4
77,8
77,12
77,6
77,11
78,0
78,13
79,4
79,6
79,3
79,8
79,12
