student_id,course_id
0,2
0,3
0,6
0,8
1,5
1,3
1,8
1,1
2,4
2,5
2,2
3,3
3,5
3,6
3,2
4,2
4,6
4,5
4,3
5,3
5,4
5,2
6,7
6,0
6,9
7,6
7,4
7,3
7,2
8,3
8,6
9,9
9,0
9,7
10,7
10,0
10,9
11,2
11,5
12,2
12,1
12,8
12,5
12,4
13,0
13,9
13,7
14,9
14,7
14,0
15,7
15,0
15,9
16,4
16,1
16,2
17,9
17,7
17,0
18,9
18,0
18,7
19,8
19,1
20,0
20,7
20,9
21,8
21,1
21,3
21,5
22,0
22,7
23,5
23,8
23,2
23,1
23,6
24,8
24,6
24,5
24,4
25,9
25,7
25,0
26,7
26,9
26,0
27,6
27,5
27,2
27,1
27,3
28,2
28,5
28,6
29,5
29,2
29,3
30,0
30,9
30,7
31,5
31,2
31,6
32,6
32,2
33,6
33,2
34,9
34,0
34,7
35,9
35,0
35,7
36,0
36,7
36,9
37,9
37,7
37,0
38,0
38,7
38,9
39,3
39,1
39,4
40,4
40,5
41,5
41,4
42,2
42,1
42,6
43,7
43,9
43,0
44,3
44,4
44,1
44,6
45,0
45,7
45,9
46,0
46,9
46,7
47,2
47,6
48,2
48,4
48,5
48,3
49,0
49,9
49,7
50,9
50,0
50,7
51,9
51,0
51,7
52,9
52,0
52,7
53,5
53,3
53,8
53,1
54,2
54,8
54,6
54,4
54,5
55,8
55,4
55,2
55,1
55,3
56,0
56,7
56,9
57,6
57,8
57,1
58,9
58,0
58,7
59,1
59,4
59,5
59,2
60,9
60,0
61,6
61,4
61,5
61,3
62,7
62,9
62,0
63,9
63,0
63,7
64,9
64,0
64,7
65,7
65,0
65,9
66,5
66,8
66,1
66,6
66,4
67,7
67,9
67,0
68,1
68,4
69,6
69,5
69,3
70,2
70,4
70,6
70,8
71,2
71,5
71,1
71,3
72,4
72,2
72,8
72,5
73,7
73,9
73,0
74,8
74,5
74,3
75,0
75,7
75,9
76,9
76,7
77,7
77,0
77,9
78,3
78,1
78,4
79,7
79,9
