student_id,course_id
0,9
0,7
0,5
1,2
1,0
2,1
2,0
2,2
2,4
3,4
3,2
3,1
3,3
3,0
3,8
4,5
4,9
4,7
5,7
5,9
6,0
6,1
6,6
7,0
7,3
7,4
8,2
8,6
8,3
9,5
9,9
9,7
10,7
10,5
10,9
11,9
11,5
11,7
12,5
12,9
12,7
13,1
13,2
13,8
13,3
13,6
14,1
14,4
14,6
15,5
15,7
15,9
16,6
16,1
16,0
17,1
17,2
17,6
18,5
18,9
18,7
19,7
19,5
19,9
20,7
20,9
21,5
21,9
21,7
22,9
22,7
22,5
23,2
23,6
23,3
23,4
23,0
24,9
24,5
24,7
25,7
25,5
26,3
26,6
26,0
27,1
27,3
27,6
28,9
28,5
28,7
29,5
29,7
29,9
30,5
30,9
31,5
31,7
31,9
32,5
32,7
33,4
33,0
34,6
34,4
34,0
34,8
35,8
35,4
36,9
36,7
36,5
37,9
37,5
37,7
38,5
38,9
38,7
39,7
39,9
39,5
40,5
40,9
40,7
41,3
41,4
42,2
42,0
42,4
43,0
43,1
43,6
44,8
44,1
44,4
45,2
45,1
46,5
46,7
47,8
47,3
47,0
48,3
48,1
49,3
49,2
50,1
50,4
50,6
50,8
51,5
51,7
51,9
52,5
52,7
52,9
53,3
53,2
53,6
53,4
54,7
54,5
55,0
55,4
55,1
56,2
56,8
56,0
57,3
57,1
57,8
57,2
58,0
58,4
59,7
59,9
59,5
60,7
60,9
60,5
61,6
61,1
61,3
62,8
62,1
62,0
62,2
63,3
63,6
63,4
64,0
64,8
64,2
64,1
65,6
65,0
65,4
65,2
66,0
66,8
66,2
67,7
67,9
67,5
68,8
68,4
68,6
68,0
69,0
69,6
69,4
69,3
69,8
70,1
70,0
70,6
71,5
71,9
71,7
72,2
72,4
72,1
73,2
73,0
73,4
73,3
74,7
74,9
74,5
75,5
75,7
75,9
76,1
76,6
76,0
77,4
77,3
77,1
77,6
78,9
78,7
78,5
79,7
79,5
79,9
