time_slot,exam_id,course_code,year,enrollment
0,11,DOA2010,9,7
0,16,EC3201,6,1
0,34,LA3204,6,3
1,28,LA3103,5,2
1,48,LA5101,9,3
1,60,LAIX05,10,1
1,67,MA2210,4,1
1,78,MEE3102,5,1
2,5,CA3203,6,1
2,55,LA5202,10,2
3,0,AR5101,9,7
3,31,LA3106,5,3
4,10,DOA2007,5,1
4,12,EC2201,4,1
4,45,LA4204,8,3
4,65,MA2207,4,2
4,74,ME3202,6,2
5,41,LA4142,7,2
5,53,LA5106,9,6
5,72,ME3103,5,1
6,7,CV3103,5,1
6,15,EC3104,5,1
6,25,LA1905,9,1
6,30,LA3105,5,3
6,54,LA5201,10,2
6,63,MA2109,3,2
7,17,EC3251,6,1
7,22,LA1901,9,1
7,62,LN5101,9,7
8,3,BB3140,5,1
8,8,CV3104,5,1
8,38,LA4103,7,3
8,50,LA5103,9,3
8,80,MEE3140,5,1
9,6,CV2203,4,1
9,9,CY1003,4,1
9,21,LA1301,3,1
9,23,LA1902,9,1
9,27,LA3102,5,2
9,43,LA4202,8,4
10,2,BB3104,5,1
10,35,LA3205,6,2
10,66,MA2209,4,1
10,69,ME0001,7,1
10,81,MEE3149,5,1
11,4,CA3201,6,1
11,37,LA4102,7,3
11,40,LA4105,7,1
11,51,LA5104,9,4
12,13,EC3101,5,1
12,24,LA1903,9,1
12,44,LA4203,8,4
12,73,ME3104,5,3
13,18,EC4146,7,1
13,26,LA3101,5,1
13,32,LA3202,6,1
13,52,LA5105,9,5
13,68,MA2217,4,1
13,70,ME2202,4,1
13,77,MEE3101,5,1
14,39,LA4104,7,1
14,47,LA4206,8,1
14,56,LA5203,10,2
14,61,LN2207,4,1
15,19,EE2101,3,1
15,33,LA3203,6,4
15,42,LA4201,8,2
15,64,MA2205,4,1
16,20,IT3202,6,1
16,36,LA4101,7,3
16,75,ME4163,7,1
16,76,ME4166,7,1
17,1,AR5103,9,7
17,14,EC3103,5,1
17,46,LA4205,8,1
17,58,LA5205,10,1
17,79,MEE3120,5,1
19,29,LA3104,5,1
19,59,LA5206,10,2
19,71,ME3102,5,1
21,49,LA5102,9,3
21,57,LA5204,10,1
