student_id,course_id
0,3
0,2
0,0
1,4
1,1
1,9
1,6
2,2
2,0
2,3
3,5
3,6
4,3
4,0
5,9
5,7
5,6
5,4
6,0
6,2
6,3
7,4
7,7
7,8
8,0
8,3
8,2
9,2
9,3
9,0
10,5
10,1
10,9
10,7
11,7
11,6
11,1
11,5
11,8
12,0
12,2
12,3
13,6
13,9
13,7
14,0
14,3
14,2
15,9
15,1
15,7
16,2
16,3
17,0
17,2
17,3
18,3
18,0
19,5
19,9
19,7
19,6
20,1
20,4
20,9
20,5
21,5
21,8
21,6
22,9
22,4
22,5
22,1
23,8
23,7
23,6
23,1
23,9
24,3
24,0
24,2
25,4
25,5
25,6
25,9
26,2
26,0
26,3
27,7
27,9
27,8
28,9
28,4
28,5
29,6
29,4
29,9
29,7
30,0
30,2
30,3
31,1
31,5
31,6
32,4
32,1
32,7
32,8
33,6
33,9
33,5
33,8
34,7
34,5
34,8
34,9
35,4
35,5
35,7
35,1
36,0
36,2
36,3
37,4
37,8
38,5
38,7
38,8
39,8
39,9
39,7
39,5
40,0
40,3
40,2
41,6
41,7
41,4
42,2
42,3
42,0
43,2
43,0
43,3
44,7
44,8
44,4
44,9
45,0
45,2
45,3
46,3
46,2
46,0
47,9
47,8
48,2
48,0
48,3
49,2
49,0
49,3
50,1
50,8
50,9
51,9
51,1
51,5
51,8
52,9
52,6
52,4
53,2
53,3
53,0
54,5
54,4
54,8
55,3
55,0
55,2
56,9
56,8
56,4
56,1
57,8
57,9
57,1
58,3
58,2
58,0
59,9
59,4
59,6
60,2
60,3
60,0
61,7
61,6
61,5
62,1
62,7
62,8
62,5
62,9
62,4
63,3
63,2
63,0
64,5
64,4
64,7
64,9
64,6
65,2
65,3
65,0
66,2
66,0
66,3
67,4
67,6
67,1
67,5
68,4
68,6
68,5
69,1
69,6
69,8
70,1
70,5
70,8
70,9
71,7
71,9
71,5
71,4
71,1
72,0
72,2
72,3
73,8
73,5
73,9
74,2
74,3
74,0
75,2
75,3
75,0
76,3
76,0
77,0
77,3
77,2
78,0
78,3
78,2
79,7
79,8
