time_slot,exam_id,course_code,year,enrollment
0,20,IT3202,6,1
0,56,LA5203,10,2
0,62,LN5101,9,7
0,71,ME3102,5,1
0,80,MEE3140,5,1
1,3,BB3140,5,1
1,41,LA4142,7,2
1,53,LA5106,9,6
2,1,AR5103,9,7
2,25,LA1905,9,1
2,36,LA4101,7,3
2,66,MA2209,4,1
2,81,MEE3149,5,1
3,4,CA3201,6,1
3,28,LA3103,5,2
3,45,LA4204,8,3
3,50,LA5103,9,3
3,72,ME3103,5,1
4,14,EC3103,5,1
4,39,LA4104,7,1
4,54,LA5201,10,2
4,69,ME0001,7,1
4,76,ME4166,7,1
4,78,MEE3102,5,1
5,21,LA1301,3,1
5,35,LA3205,6,2
5,63,MA2109,3,2
5,64,MA2205,4,1
6,13,EC3101,5,1
6,24,LA1903,9,1
6,59,LA5206,10,2
6,65,MA2207,4,2
6,79,MEE3120,5,1
7,18,EC4146,7,1
7,19,EE2101,3,1
7,44,LA4203,8,4
7,67,MA2210,4,1
8,6,CV2203,4,1
8,10,DOA2007,5,1
8,29,LA3104,5,1
8,32,LA3202,6,1
8,52,LA5105,9,5
8,68,MA2217,4,1
9,9,CY1003,4,1
9,16,EC3201,6,1
9,38,LA4103,7,3
9,46,LA4205,8,1
9,57,LA5204,10,1
9,75,ME4163,7,1
10,8,CV3104,5,1
10,34,LA3204,6,3
10,49,LA5102,9,3
10,61,LN2207,4,1
11,12,EC2201,4,1
11,31,LA3106,5,3
11,58,LA5205,10,1
11,74,ME3202,6,2
11,77,MEE3101,5,1
12,0,AR5101,9,7
12,51,LA5104,9,4
13,15,EC3104,5,1
13,22,LA1901,9,1
13,27,LA3102,5,2
13,40,LA4105,7,1
13,43,LA4202,8,4
14,7,CV3103,5,1
14,37,LA4102,7,3
14,48,LA5101,9,3
14,60,LAIX05,10,1
14,73,ME3104,5,3
15,26,LA3101,5,1
15,33,LA3203,6,4
15,42,LA4201,8,2
16,11,DOA2010,9,7
16,17,EC3251,6,1
16,23,LA1902,9,1
16,55,LA5202,10,2
17,2,BB3104,5,1
17,5,CA3203,6,1
17,30,LA3105,5,3
17,47,LA4206,8,1
17,70,ME2202,4,1
