student_id,course_id
0,0
0,6
0,5
0,2
1,0
1,6
1,2
1,5
2,9
2,8
2,4
2,7
3,6
3,2
3,5
3,0
4,6
4,0
4,2
4,5
5,2
5,5
5,6
5,0
6,0
6,6
7,2
7,6
7,0
7,5
8,7
8,4
8,9
8,3
9,2
9,6
9,5
10,8
10,3
10,1
10,9
11,4
11,8
11,3
12,6
12,0
12,2
13,1
13,3
13,9
13,7
14,7
14,4
14,1
14,9
14,3
15,0
15,2
15,6
15,5
16,7
16,4
16,1
17,7
17,4
18,0
18,2
18,6
18,5
19,9
19,1
19,8
20,0
20,5
20,2
20,6
21,2
21,0
21,5
21,6
22,6
22,5
23,4
23,3
23,9
23,1
24,1
24,9
24,3
24,7
24,4
25,9
25,3
25,1
25,7
26,3
26,8
26,9
27,9
27,4
27,1
28,9
28,8
28,7
28,3
29,3
29,7
29,9
29,4
29,1
30,2
30,0
30,6
31,0
31,6
31,2
32,5
32,6
32,2
32,0
33,6
33,2
34,8
34,7
34,4
34,9
35,2
35,5
35,0
35,6
36,2
36,0
36,6
37,7
37,9
37,4
37,1
38,0
38,5
38,2
39,4
39,8
39,3
40,8
40,9
41,8
41,3
41,9
41,7
42,2
42,5
43,9
43,8
43,7
44,3
44,4
44,9
44,1
44,8
45,3
45,4
45,9
46,6
46,5
47,5
47,2
47,6
47,0
48,6
48,0
48,5
49,3
49,1
49,9
49,4
