student_id,course_id
reg1,8
reg1,39
reg10,14
reg10,17
reg10,19
reg11,21
reg12,38
reg13,1
reg13,2
reg13,3
reg13,42
reg14,0
reg15,40
reg15,41
reg16,22
reg16,24
reg16,25
reg16,26
reg16,27
reg17,10
reg17,11
reg17,12
reg17,13
reg17,14
reg17,15
reg17,21
reg17,22
reg17,23
reg19,45
reg2,5
reg2,9
reg20,43
reg20,44
reg20,45
reg20,46
reg3,6
reg3,7
reg4,4
reg5,15
reg5,18
reg5,20
reg5,24
reg5,25
reg5,26
reg5,27
reg5,28
reg5,29
reg5,30
reg5,31
reg5,32
reg5,33
reg5,34
reg5,35
reg6,16
reg6,17
reg6,18
reg6,19
reg6,20
reg6,25
reg6,26
reg6,27
reg6,30
reg6,32
reg6,33
reg6,34
reg6,35
reg6,36
reg6,37
reg6,38
reg7,20
reg8,18
reg9,31
reg9,32
