time_slot,exam_id,course_code,year,enrollment
0,24,LA1903,9,1
0,27,LA3102,5,2
0,33,LA3203,6,4
0,46,LA4205,8,1
0,47,LA4206,8,1
1,19,EE2101,3,1
1,62,LN5101,9,7
1,75,ME4163,7,1
2,13,EC3101,5,1
2,39,LA4104,7,1
2,42,LA4201,8,2
2,50,LA5103,9,3
2,57,LA5204,10,1
2,60,LAIX05,10,1
3,30,LA3105,5,3
3,36,LA4101,7,3
3,72,ME3103,5,1
3,80,MEE3140,5,1
4,7,CV3103,5,1
4,11,DOA2010,9,7
4,48,LA5101,9,3
4,58,LA5205,10,1
5,8,CV3104,5,1
5,34,LA3204,6,3
5,38,LA4103,7,3
6,6,CV2203,4,1
6,14,EC3103,5,1
6,29,LA3104,5,1
6,53,LA5106,9,6
6,67,MA2210,4,1
7,21,LA1301,3,1
7,35,LA3205,6,2
7,74,ME3202,6,2
7,77,MEE3101,5,1
8,2,BB3104,5,1
8,41,LA4142,7,2
8,54,LA5201,10,2
8,64,MA2205,4,1
8,66,MA2209,4,1
8,69,ME0001,7,1
9,0,AR5101,9,7
9,52,LA5105,9,5
10,26,LA3101,5,1
10,61,LN2207,4,1
10,63,MA2109,3,2
11,1,AR5103,9,7
11,16,EC3201,6,1
11,23,LA1902,9,1
11,56,LA5203,10,2
12,10,DOA2007,5,1
12,12,EC2201,4,1
12,20,IT3202,6,1
12,31,LA3106,5,3
12,32,LA3202,6,1
12,49,LA5102,9,3
12,71,ME3102,5,1
13,9,CY1003,4,1
13,25,LA1905,9,1
13,44,LA4203,8,4
13,68,MA2217,4,1
13,70,ME2202,4,1
14,3,BB3140,5,1
14,5,CA3203,6,1
14,59,LA5206,10,2
14,65,MA2207,4,2
14,76,ME4166,7,1
15,17,EC3251,6,1
15,45,LA4204,8,3
15,79,MEE3120,5,1
16,18,EC4146,7,1
16,22,LA1901,9,1
16,40,LA4105,7,1
16,51,LA5104,9,4
16,73,ME3104,5,3
17,4,CA3201,6,1
17,15,EC3104,5,1
17,37,LA4102,7,3
17,43,LA4202,8,4
17,81,MEE3149,5,1
19,28,LA3103,5,2
19,55,LA5202,10,2
19,78,MEE3102,5,1
